ID,P.Value,logFC,Gene.symbol
202057_at,0.6893086,0.09792245,KPNA1
220876_at,0.6893617,-0.32965463,
217982_s_at,0.6893713,-0.08357499,MORF4L1
219323_s_at,0.6894494,0.12985673,IL18BP
201993_x_at,0.6894807,0.11863441,HNRNPDL
207060_at,0.6895549,0.24528612,EN2
210047_at,0.6895879,-0.30319353,SLC11A2
205458_at,0.6897274,0.18358657,MC1R
202804_at,0.6899,-0.10364319,ABCC1
221930_at,0.6899109,-0.22412216,PHF7
221096_s_at,0.6899135,-0.12248285,TMCO6
219331_s_at,0.6899211,0.14141288,KLHDC8A
220077_at,0.6899482,-0.27828211,CCDC134
213829_x_at,0.6900024,-0.22596146,RTEL1
209419_at,0.6900705,-0.24691498,THOC5
220183_s_at,0.6901051,0.36450375,NUDT6
212158_at,0.6901549,-0.14530891,SDC2
205211_s_at,0.6903636,-0.11517362,RIN1
215158_s_at,0.6904075,0.0837371,DEDD
204601_at,0.6904247,0.16939365,N4BP1
212446_s_at,0.6905359,0.13772678,CERS6
205012_s_at,0.6906349,-0.10857956,HAGH
204230_s_at,0.6906388,-0.13753992,SLC17A7
219926_at,0.6906935,-0.09206351,POPDC3
217922_at,0.6907133,-0.09514781,MAN1A2
218337_at,0.6907218,0.11236746,FAM160B2
216569_at,0.6908521,0.22444996,FABP3P2
205681_at,0.6909291,-0.53275868,BCL2A1
213002_at,0.690977,0.14273493,MARCKS
203837_at,0.6910324,0.094579,MAP3K5
208450_at,0.6910626,0.2220817,LGALS2
211453_s_at,0.6910753,0.10851626,AKT2
212913_at,0.6910962,-0.23208453,MSH5-SAPCD1///SAPCD1
204974_at,0.6911136,-0.16167368,RAB3A
213321_at,0.6911146,-0.27410778,BCKDHB
214104_at,0.6911166,0.1448626,GPR161
221665_s_at,0.691123,0.19315062,EPS8L1
215000_s_at,0.6911571,-0.08254685,FEZ2
212864_at,0.6911983,0.08437459,CDS2
212991_at,0.6912408,-0.20243872,FBXO9
204132_s_at,0.6912443,0.09499822,FOXO3B///FOXO3
206731_at,0.6912775,-0.18699095,CNKSR2
209485_s_at,0.6914552,0.13382369,OSBPL1A
204698_at,0.6914558,0.18288005,ISG20
207398_at,0.6914801,-0.30166411,HOXD13
206535_at,0.6914847,0.21304023,SLC2A2
218114_at,0.6915162,-0.14135143,GGA1
204323_x_at,0.6915447,0.1594052,NF1P9///NF1
203756_at,0.6916177,0.13250243,ARHGEF17
214055_x_at,0.6916381,-0.13884686,PRRC2C
217726_at,0.6916769,-0.09336522,COPZ1
204084_s_at,0.6917387,0.09119703,CLN5
222112_at,0.6917535,-0.24848433,EPS15L1
222215_at,0.6918384,0.3254342,SLC38A7
206879_s_at,0.6919356,0.15526922,NRG2
205882_x_at,0.6919405,0.1192581,ADD3
212825_at,0.6919446,0.11031743,PAXIP1
205993_s_at,0.691978,0.27705306,TBX2
220952_s_at,0.6921676,0.08877921,PLEKHA5
47608_at,0.6921883,0.13718542,TJAP1
215001_s_at,0.6922028,0.11267415,GLUL
219014_at,0.6922079,-0.16429496,PLAC8
212351_at,0.6922092,0.08786765,EIF2B5
220245_at,0.6922227,-0.28936641,SLC45A2
203171_s_at,0.6922508,0.11313827,RRP8
203329_at,0.6922947,-0.10467461,PTPRM
206393_at,0.6924041,0.17439901,TNNI2
213500_at,0.6924383,0.14314917,
219130_at,0.6924439,0.11661284,TRMT13
217722_s_at,0.6925084,0.1155697,NGRN
220723_s_at,0.6925233,0.34364394,CWH43
219287_at,0.6925295,0.09776515,KCNMB4
200711_s_at,0.6925732,-0.08856624,SKP1
212316_at,0.6925937,-0.22791447,NUP210
203599_s_at,0.6926206,0.09705756,WBP4
215666_at,0.6926314,0.26112166,HLA-DRB4
205559_s_at,0.6926994,0.1311068,PCSK5
208454_s_at,0.6927115,0.1509995,CPQ
202984_s_at,0.6928338,0.20472323,BAG5
219276_x_at,0.6929171,-0.11521691,CAAP1
213774_s_at,0.6929667,-0.28676605,PPP1R2
208699_x_at,0.6929885,-0.28255636,TKT
208353_x_at,0.6930521,0.15151067,ANK1
208818_s_at,0.6931351,0.08172203,COMT
210230_at,0.6932683,-0.32474613,
204253_s_at,0.6933327,0.26283891,VDR
211958_at,0.6933374,0.15028066,IGFBP5
208395_s_at,0.6934123,-0.19732111,URB1
218969_at,0.693508,0.09573164,PAM16
210648_x_at,0.6935402,-0.11853348,SNX3
208154_at,0.6936205,0.31915361,
208530_s_at,0.6936493,-0.14552081,RARB
214736_s_at,0.6937038,-0.09753059,ADD1
215555_at,0.6937065,-0.4332949,
220028_at,0.6937369,-0.14465783,ACVR2B
209642_at,0.6938003,0.31585879,BUB1
202198_s_at,0.6938207,-0.24265391,MTMR3
200907_s_at,0.6938722,0.21973651,PALLD
213434_at,0.6939227,-0.12178757,STX2
218794_s_at,0.6939514,0.11045769,TXNL4B
212726_at,0.694139,0.08768806,PHF2
218709_s_at,0.6941564,0.09640617,IFT52
214812_s_at,0.6942557,0.10246115,MOB1A
203426_s_at,0.6942906,-0.16287794,IGFBP5
200916_at,0.6943081,-0.22840922,TAGLN2
213068_at,0.6943511,-0.13030207,DPT
204171_at,0.6944066,-0.11293775,RPS6KB1
208824_x_at,0.6944076,-0.10454045,CDK16
211731_x_at,0.6944258,-0.22003123,SSX3
201991_s_at,0.6945045,0.09593136,KIF5B
208259_x_at,0.6945121,0.18027686,IFNA7
200040_at,0.6945577,-0.14532085,KHDRBS1
210330_at,0.694577,0.24534437,SGCD
209363_s_at,0.6947171,0.10285671,LOC101928625///MED21
52164_at,0.6947757,-0.10941043,C11orf24
209080_x_at,0.6948222,-0.08623506,GLRX3
207856_s_at,0.6948568,-0.09295497,LOC150776///SMPD4
204372_s_at,0.6949412,-0.1012684,KHSRP
221447_s_at,0.6950028,0.14321807,GLT8D2
218246_at,0.6950117,-0.10291626,MUL1
205734_s_at,0.695024,0.35125714,AFF3
207430_s_at,0.6950706,0.35596815,MSMB
216420_at,0.6952109,0.34054975,
219374_s_at,0.6952396,0.08970555,ALG9
219760_at,0.6952999,-0.17141724,LIN7B
207966_s_at,0.6953473,0.11875271,GLG1
218153_at,0.6953493,0.18963662,CARS2
220439_at,0.6954029,-0.17172554,RIN3
221689_s_at,0.6954269,-0.09006821,PIGP
219286_s_at,0.6955028,0.13362495,RBM15
214430_at,0.6955048,0.1325879,GLA
207637_at,0.6955631,-0.16354188,WSCD2
211833_s_at,0.695635,-0.26566985,BAX
215792_s_at,0.695652,-0.09681528,DNAJC11
213526_s_at,0.6957204,-0.09972709,LIN37
221148_at,0.6957421,-0.20414515,
209016_s_at,0.6957885,0.30839097,KRT7
201366_at,0.6958509,-0.10098874,ANXA7
205498_at,0.6959662,-0.13442905,GHR
205704_s_at,0.6959725,0.15356106,ATP6V0A2
211493_x_at,0.6959938,-0.17652153,DTNA
210255_at,0.6960418,0.21282267,RAD51B
217767_at,0.6961446,-0.16310453,C3
217527_s_at,0.6962628,0.14318852,NFATC2IP
213706_at,0.6962788,0.245843,GPD1
213012_at,0.696531,0.14997166,NEDD4
220891_at,0.6965808,-0.14125888,TRMT44
211295_x_at,0.6966994,0.10301543,CYP2A6
209731_at,0.6967982,0.10185641,NTHL1
203459_s_at,0.6968713,0.10268406,VPS16
212218_s_at,0.6969103,0.17138387,FASN
208163_s_at,0.6969581,-0.2944749,OSBPL7
202481_at,0.6970707,0.08997479,DHRS3
219710_at,0.6970819,0.17265638,SH3TC2
216693_x_at,0.6972339,-0.11580476,HDGFRP3
203312_x_at,0.6972405,0.09302605,ARF6
218503_at,0.6972469,-0.12941309,FOCAD
206144_at,0.6973508,-0.10014613,MAGI1
221891_x_at,0.6974139,-0.2105055,SNORD14D///SNORD14C///HSPA8
203981_s_at,0.6974297,0.11902127,ABCD4
210185_at,0.6975756,-0.09877267,CACNB1
209543_s_at,0.6975782,-0.11079894,CD34
210219_at,0.697595,0.17048509,SP100
218275_at,0.6976901,0.23163246,SLC25A10
208044_s_at,0.6977443,0.1187641,PPARD
216671_x_at,0.697749,0.11593031,MUC8
218217_at,0.6978029,-0.09610522,SCPEP1
221117_at,0.6978372,0.19084198,
221465_at,0.6978539,0.19157201,OR6A2
210829_s_at,0.6978615,0.09369615,SSBP2
217695_x_at,0.6979832,-0.21271606,
219076_s_at,0.6980067,0.14558521,PXMP2
219484_at,0.6980426,0.10684557,HCFC2
221054_s_at,0.6981293,0.24266407,TCL6
206165_s_at,0.6981607,-0.17702579,CLCA2
220824_at,0.6981776,0.21154882,
216495_x_at,0.6982667,0.15489455,
204845_s_at,0.698361,-0.41474817,ENPEP
202565_s_at,0.698366,-0.12269244,SVIL
218930_s_at,0.6984044,-0.11326832,TMEM106B
213807_x_at,0.6986098,0.12303045,MET
211092_s_at,0.6986696,-0.369587,NF2
205780_at,0.6986781,0.17177527,BIK
215252_at,0.6989153,0.18595071,DNAJC7
204122_at,0.6989658,0.13395869,TYROBP
212076_at,0.6990255,-0.11931468,KMT2A
204153_s_at,0.699031,0.14529279,MFNG
208871_at,0.6990379,-0.27438552,ATN1
206344_at,0.6990451,-0.27077056,PON1
203940_s_at,0.6991501,-0.12666179,VASH1
203450_at,0.6991912,0.12796721,CBY1
217677_at,0.6992875,-0.22429529,PLEKHA2
207704_s_at,0.6994669,0.22870465,GAS7
221257_x_at,0.6995745,-0.10053663,FBXO38
218462_at,0.6996177,0.09543533,RPF1
205797_s_at,0.6996287,-0.22681759,TCP11L1
221267_s_at,0.6996302,0.20689728,ABHD17A
206582_s_at,0.6996733,-0.30935376,ADGRG1
201780_s_at,0.6997497,0.12876877,RNF13
204740_at,0.6997663,-0.21605511,CNKSR1
212868_x_at,0.6997963,0.12082481,MAPKAPK5-AS1
205156_s_at,0.699829,-0.14299282,ASIC1
201665_x_at,0.6998403,-0.11108676,RPS17
216180_s_at,0.6999201,0.24393696,SYNJ2
205879_x_at,0.7000591,0.14003056,RET
206022_at,0.7000964,0.11278357,NDP
201799_s_at,0.7001056,0.19134412,OSBP
212721_at,0.7001303,0.10309502,SREK1
211038_s_at,0.7001327,0.09793567,CROCCP2
221870_at,0.7001954,0.21526134,EHD2
213545_x_at,0.7001973,-0.13081182,SNX3
212283_at,0.7002918,0.21153957,AGRN
205141_at,0.7003061,0.18647648,ANG
210107_at,0.7003703,0.29883425,CLCA1
214081_at,0.700434,0.1557417,PLXDC1
214059_at,0.7004389,-0.16027637,IFI44
208487_at,0.7004445,0.14895537,LMX1B
212151_at,0.700447,-0.08743813,PBX1
220292_at,0.7004547,0.12436917,ZSCAN32
200855_at,0.7004887,0.10216843,NCOR1
206504_at,0.7005389,-0.34523504,CYP24A1
217252_at,0.7007213,0.15938502,
200965_s_at,0.7007386,0.13270013,ABLIM1
203585_at,0.7007676,-0.17281962,ZNF185
218672_at,0.7008048,-0.10739946,TNFAIP8L2-SCNM1///SCNM1
209046_s_at,0.7009308,-0.08877317,GABARAPL2
201894_s_at,0.7009646,-0.08625129,SSR1
215803_at,0.7009843,-0.37689478,CXorf57
207467_x_at,0.7009936,0.11112697,CAST
218897_at,0.7010006,0.12960844,TMEM177
200675_at,0.7010242,0.08040724,CD81
202446_s_at,0.7010418,0.16548869,PLSCR1
204400_at,0.7010818,0.17283005,EFS
218331_s_at,0.7012341,0.08122263,FAM208B
206689_x_at,0.7012352,-0.11523048,KAT5
221557_s_at,0.7013729,-0.13315017,LEF1
212770_at,0.7013834,-0.30462252,TLE3
201699_at,0.7015641,-0.15771298,PSMC6
34764_at,0.7015685,0.11952335,LARS2
201646_at,0.7015897,-0.12237009,SCARB2
212915_at,0.7015905,0.12849152,PDZRN3
221348_at,0.7015988,0.2098359,NPPC
210224_at,0.7016092,-0.31023182,MR1
202706_s_at,0.7016326,0.13150664,UMPS
203603_s_at,0.7019369,-0.14352274,ZEB2
57715_at,0.7019378,0.12805491,CALHM2
215407_s_at,0.7020982,-0.15062137,ASTN2
208869_s_at,0.7021537,-0.10714329,GABARAPL1
214980_at,0.7021687,-0.19308954,UBE3A
AFFX-r2-Bs-phe-M_at,0.7022802,-0.29641006,
221776_s_at,0.7023996,-0.09269394,BRD7
220702_at,0.7024518,-0.11883297,
210182_at,0.7025323,0.13441563,CORT
202762_at,0.7025698,-0.09622916,ROCK2
217680_x_at,0.7025818,0.22411231,SNORA70///RPL10
60794_f_at,0.7026566,0.18100929,ZNF814
201871_s_at,0.7026681,0.11445907,UBXN1
211732_x_at,0.7028138,-0.30934009,HNMT
217847_s_at,0.702817,-0.24532739,THRAP3
217412_at,0.7028237,-0.27170575,
217274_x_at,0.7028293,0.14223179,MYL4
201778_s_at,0.7029421,0.09763497,EFCAB14
203694_s_at,0.7029571,-0.09494282,DHX16
218535_s_at,0.7030614,0.08999574,RIOK2
203896_s_at,0.7031267,0.29497217,PLCB4
221305_s_at,0.7031876,-0.22391865,UGT1A3///UGT1A1///UGT1A9///UGT1A5///UGT1A8
211391_s_at,0.7032548,0.10215705,PATZ1
201528_at,0.7033165,0.0954833,RPA1
212530_at,0.7033913,0.11535108,NEK7
201672_s_at,0.7034622,-0.08257668,USP14
221392_at,0.7034768,-0.24457054,TAS2R4
203489_at,0.7035374,-0.12254662,SIVA1
208528_x_at,0.7036287,-0.21395567,SSX7///SSX3///SSX5
212002_at,0.7037037,0.10171692,SZRD1
215517_at,0.7037772,0.24348423,PYGO1
37831_at,0.703812,-0.10524862,SIPA1L3
211298_s_at,0.7038387,0.28304755,ALB
205425_at,0.7038444,-0.15482609,HIP1
215042_at,0.703845,0.16041167,BMP6
206806_at,0.7038573,0.10666449,DGKI
209196_at,0.7039328,0.14327541,WDR46
208371_s_at,0.7039795,-0.09831604,RING1
217958_at,0.7039819,-0.07572415,MIR3656///TRAPPC4
217474_at,0.7040558,-0.30977375,LINC01482
212996_s_at,0.7040919,0.10279347,URB1
217011_at,0.7041178,0.10683871,GBX1
205294_at,0.7041215,-0.15811874,BAIAP2
211889_x_at,0.7041644,-0.27779764,CEACAM1
202180_s_at,0.7042268,-0.2172804,MVP
209211_at,0.7043121,0.20621039,KLF5
209480_at,0.7043225,0.28172486,HLA-DQB1
201190_s_at,0.7043288,-0.11585607,PITPNA
204381_at,0.7043528,0.2804274,LRP3
220647_s_at,0.7043725,-0.10998393,COA4
208237_x_at,0.7044704,-0.16408893,ADAM22
205299_s_at,0.7045481,0.32441688,BTN2A2
209336_at,0.7045532,0.21393075,PWP2
201835_s_at,0.7045608,-0.10083177,PRKAB1
215174_at,0.7046226,0.32031752,FMO6P
206680_at,0.7046462,-0.26497593,CD5L
218690_at,0.7046555,0.25984943,PDLIM4
203042_at,0.7046649,0.13587874,LAMP2
217759_at,0.7046832,0.08374315,TRIM44
220256_s_at,0.7047579,-0.26552645,OXCT2
206166_s_at,0.7047997,0.2057874,CLCA2
206000_at,0.7048205,0.30105246,MEP1A
211328_x_at,0.704821,-0.11126863,HFE
208147_s_at,0.7048503,0.11256472,CYP2C8
208828_at,0.7048546,0.12315778,POLE3
217548_at,0.7048636,-0.14124632,ARPIN
211262_at,0.7048685,-0.09934746,PCSK6
203972_s_at,0.7048795,-0.12667507,PEX3
209350_s_at,0.7049364,0.10229113,GPS2
210682_at,0.70505,0.31055025,LPO
200788_s_at,0.7050712,0.10052276,PEA15
217892_s_at,0.7050815,-0.09432816,LIMA1
215585_at,0.7050954,0.20627399,
202671_s_at,0.7051045,-0.11245362,PDXK
218348_s_at,0.7051381,-0.09195585,ZC3H7A
220920_at,0.7051476,0.25867283,ATP10B
213097_s_at,0.7051494,-0.10958846,DNAJC2
210885_s_at,0.7051925,-0.19450973,TRIM15
217751_at,0.7052068,-0.12185208,GSTK1
210626_at,0.7052288,0.18538939,AKAP1
212376_s_at,0.7053096,-0.13172839,EP400
222146_s_at,0.7055022,-0.10744609,TCF4
206318_at,0.7055035,0.20465898,EPPIN-WFDC6///EPPIN
215056_at,0.7055312,0.11753177,
209250_at,0.7055503,-0.11076635,DEGS1
205320_at,0.7055776,0.11417879,APC2
212043_at,0.7055892,0.08219506,TGOLN2
203802_x_at,0.7055936,-0.0906808,NSUN5
204931_at,0.7056294,0.27298512,TCF21
216923_at,0.7057225,0.18654076,CDKL5
217143_s_at,0.705759,0.15261465,YME1L1
201244_s_at,0.7058194,0.09823651,RAF1
204106_at,0.705872,-0.15255864,TESK1
213748_at,0.7058824,0.1453129,TRIM66
203556_at,0.7059261,0.13179166,ZHX2
205069_s_at,0.706058,0.19996529,ARHGAP26
210742_at,0.706067,-0.34630483,CDC14A
219059_s_at,0.7061214,-0.31192855,LYVE1
200632_s_at,0.7061353,-0.15414168,NDRG1
203863_at,0.7061964,0.10991849,ACTN2
214488_at,0.7062076,0.29532997,RAP2B
207309_at,0.7062135,0.1453755,NOS1
205106_at,0.7062262,0.25227533,CMC4///MTCP1
201298_s_at,0.7062338,-0.13378606,MOB1A
220471_s_at,0.7062638,-0.25635377,MYCT1
221130_s_at,0.7063205,0.20776431,
207004_at,0.7063499,0.21584295,BCL2
214435_x_at,0.7063981,0.11840299,RALA
207951_at,0.7064179,0.18418558,CSN2
204349_at,0.7064819,-0.1758416,MED7
204382_at,0.7065023,-0.13618184,NAT9
210525_x_at,0.7065319,0.32247934,EFCAB11
203570_at,0.7065333,0.14427198,LOXL1
202593_s_at,0.7065591,-0.13674669,GDE1
202829_s_at,0.7065648,-0.08056074,VAMP7
215376_at,0.706623,0.11968134,
221517_s_at,0.7067279,-0.2450984,MED17
202837_at,0.706762,0.19264981,TRAFD1
214311_at,0.7067773,-0.16541615,ZFPL1
215280_s_at,0.706812,-0.11389567,PPFIA3
214590_s_at,0.7068672,-0.17096604,UBE2D1
220773_s_at,0.70689,0.10506713,GPHN
201060_x_at,0.706892,-0.15545869,STOM
214075_at,0.7069198,0.13780013,NENF
200637_s_at,0.707032,0.17126554,PTPRF
216483_s_at,0.7070622,-0.11835087,MYDGF
204504_s_at,0.7071275,-0.1706147,HIRIP3
204183_s_at,0.7071456,0.16160205,GRK3
221162_at,0.7071804,-0.12952972,HHLA1
208183_at,0.7071825,0.23847191,TACR3
206489_s_at,0.7071898,0.20722138,DLGAP1
222172_at,0.7072399,0.21966208,NPAS3
206140_at,0.7073375,0.1202028,LHX2
211314_at,0.7073752,0.15165343,CACNA1G
208050_s_at,0.7074503,-0.20477909,CASP2
215812_s_at,0.7075403,-0.14250433,SLC6A10PB///SLC6A10P///SLC6A8
204343_at,0.7075522,-0.12905799,ABCA3
201745_at,0.7076123,0.08890235,TWF1
219231_at,0.7076151,0.10264454,TGS1
202895_s_at,0.7076289,-0.12552708,SIRPA
206335_at,0.7077698,-0.10667744,GALNS
209968_s_at,0.7077852,0.16107643,NCAM1
213487_at,0.7078488,0.12994078,MAP2K2
220641_at,0.7078658,0.15897772,NOX5
207999_s_at,0.7079023,0.14802234,ADARB1
218391_at,0.7079227,0.10036144,SNF8
217582_at,0.7079381,0.35741053,
216934_at,0.7079455,-0.30941097,
211984_at,0.7079616,0.09269877,CALM3///CALM2///CALM1
212710_at,0.7080083,0.08856737,CAMSAP1
215681_at,0.7080781,-0.16793083,KIAA1654
201473_at,0.708158,0.16622266,JUNB
220327_at,0.7082138,-0.31786476,VGLL3
220212_s_at,0.7082423,-0.23256737,THADA
204340_at,0.708289,0.16339274,TMEM187
203457_at,0.7082967,0.10442194,STX7
218266_s_at,0.7083388,-0.13599534,NCS1
206647_at,0.7083898,0.1229411,HBZ
212095_s_at,0.708429,-0.20239696,MTUS1
207696_at,0.7084681,-0.26524551,FUT9
208616_s_at,0.7084829,0.08186849,PTP4A2
209318_x_at,0.7086331,0.11636757,PLAGL1
209773_s_at,0.7086395,0.1428831,RRM2
206277_at,0.7086542,0.18151474,P2RY2
206309_at,0.7086641,0.11102503,LECT1
210764_s_at,0.7087254,-0.21987163,CYR61
221532_s_at,0.7087934,-0.14627366,WDR61
201877_s_at,0.7088376,-0.117012,PPP2R5C
215400_x_at,0.708948,0.22289394,ADCY9
214162_at,0.7090428,-0.19905084,ASXL3
217620_s_at,0.709055,-0.22815154,PIK3CB
217607_x_at,0.7090582,0.32389762,EIF4G2
215732_s_at,0.709143,0.20924894,LOC102725292///DTX2
216559_x_at,0.7091589,-0.11612974,
203204_s_at,0.7091625,0.13907694,KDM4A
217545_at,0.709253,-0.27910083,MYH14
203431_s_at,0.709288,-0.09266128,ARHGAP32
204449_at,0.7093803,0.14633914,PDCL
211125_x_at,0.7094463,-0.21675312,GRIN1
202890_at,0.7094606,0.09532414,MAP7
211372_s_at,0.7094665,0.15676892,IL1R2
205729_at,0.7095039,-0.13641285,OSMR
213908_at,0.7095353,0.13510117,WHAMMP2///WHAMMP3
222008_at,0.7095353,0.21908051,COL9A1
210072_at,0.7095614,0.20844859,CCL19
222042_x_at,0.7096247,-0.19698026,MEX3D
219596_at,0.7096258,-0.09924907,THAP10
210346_s_at,0.7096838,-0.10589106,CLK4
221376_at,0.7097377,0.25431698,FGF17
203646_at,0.7098326,0.19104488,FDX1
207427_at,0.7098387,0.28632367,ACR
200015_s_at,0.7098407,0.09716718,2-Sep
201320_at,0.7098541,0.13617191,SMARCC2
218624_s_at,0.7099188,0.12312271,CENPBD1P1
210449_x_at,0.7099769,-0.11414383,MAPK14
210067_at,0.7100099,0.32950907,AQP4
217769_s_at,0.7100413,-0.08669221,POMP
205596_s_at,0.710043,-0.09912601,SMURF2
218572_at,0.7100811,0.10476908,CHMP4A///TM9SF1
205634_x_at,0.7100875,0.17553772,ZDHHC24
220263_at,0.7100949,-0.13609666,SMAD5-AS1
221594_at,0.7101116,0.31488386,RBM48
214132_at,0.7101786,0.08486628,ATP5C1
221184_at,0.7102306,0.2884141,
221011_s_at,0.7103374,-0.09562156,LBH
219433_at,0.7103405,-0.16093656,BCOR
218623_at,0.710354,-0.14589268,HMP19
209668_x_at,0.7104049,-0.08557316,CES2
218701_at,0.7104808,0.13303523,LACTB2
209130_at,0.7104985,0.11716115,SNAP23
212644_s_at,0.7105745,0.08314929,MAPK1IP1L
53991_at,0.7105795,0.1087719,DENND2A
202468_s_at,0.7108109,-0.09163894,CTNNAL1
202877_s_at,0.7108184,-0.12028099,CD93
222070_at,0.7108534,0.2069989,DND1
216236_s_at,0.7108604,-0.31437399,SLC2A14///SLC2A3
202301_s_at,0.7108721,0.10750033,RSRC2
203316_s_at,0.7108787,-0.12376147,SNRPE
214636_at,0.7110548,0.38359008,CALCB
208981_at,0.7111501,0.16490517,PECAM1
205643_s_at,0.7112355,-0.1331356,PPP2R2B
203597_s_at,0.7112374,-0.10385404,WBP4
39548_at,0.7113651,-0.11582452,NPAS2
208928_at,0.7114284,-0.117006,POR
202787_s_at,0.7114767,0.15004905,MAPKAPK3
216477_at,0.711542,0.34084905,
205516_x_at,0.7115902,-0.11690641,CIZ1
218605_at,0.7116136,0.08946739,TFB2M
213026_at,0.7116983,0.0989422,ATG12
210399_x_at,0.7117623,0.24490377,FUT6
219878_s_at,0.7117639,0.2083342,KLF13
208563_x_at,0.7117695,0.24688595,POU3F3
213017_at,0.7117914,0.19410712,ABHD3
216647_at,0.7118005,-0.13376809,TCF3
200763_s_at,0.7118717,-0.08214747,RPLP1
204466_s_at,0.7119085,-0.18383206,SNCA
212175_s_at,0.7121583,-0.0822587,AK2
208882_s_at,0.7121641,-0.09128003,UBR5
207810_at,0.7122027,0.30923504,F13B
203305_at,0.7122377,0.12466641,F13A1
217584_at,0.7123216,0.27994648,NPC1
215923_s_at,0.7124195,0.22065053,PSD4
AFFX-r2-Hs18SrRNA-5_at,0.7124436,0.16362967,
215577_at,0.7124512,0.14937077,
211419_s_at,0.7124972,-0.11287969,CHN2
209028_s_at,0.7125067,-0.10065159,ABI1
203123_s_at,0.7125906,-0.12312436,SLC11A2
210655_s_at,0.712609,0.20787045,FOXO3B///FOXO3
209926_at,0.7126708,0.10696616,BORCS8
219490_s_at,0.7127635,-0.22761002,DCLRE1B
201501_s_at,0.7128112,0.10326572,GRSF1
219197_s_at,0.7129298,0.1772656,SCUBE2
200798_x_at,0.7130522,0.16170878,MCL1
213250_at,0.7130684,-0.21438549,CCDC85B
209474_s_at,0.713077,0.15372629,ENTPD1
61297_at,0.7130826,0.17347329,CASKIN2
208927_at,0.7131008,0.1271759,SPOP
217395_at,0.7131186,0.26828114,MT4
218448_at,0.7131205,0.0738779,GID8
215729_s_at,0.7131806,0.38857824,VGLL1
216695_s_at,0.7132495,0.24587125,TNKS
203290_at,0.7133062,0.41513528,HLA-DQA1
215503_at,0.7133201,0.11845219,SPINT3
208978_at,0.7133872,-0.14786559,CRIP2
215212_at,0.7134353,-0.2878711,
206392_s_at,0.7137358,-0.31965229,RARRES1
216692_at,0.7138057,0.11091638,
215962_at,0.7138672,-0.31153538,
210404_x_at,0.7139204,0.15253579,CAMK2B
221331_x_at,0.7139639,-0.23736445,CTLA4
212695_at,0.7139697,0.17917517,CRY2
220254_at,0.7141,0.2214241,LRP12
200976_s_at,0.7141039,0.07271097,TAX1BP1
210984_x_at,0.7141699,0.13608464,EGFR
206547_s_at,0.7142182,-0.24382846,PPEF1
36994_at,0.7142787,-0.12696917,ATP6V0C
215391_at,0.7142799,-0.14542246,MAP1A
202469_s_at,0.7142912,0.10178932,CPSF6
205743_at,0.7143278,0.11846571,STAC
213425_at,0.714331,-0.15702403,WNT5A
222078_at,0.7143552,0.21032265,PKLR
202184_s_at,0.7144003,-0.09191308,NUP133
209860_s_at,0.7144027,-0.09026153,ANXA7
215493_x_at,0.7144207,-0.08637326,BTN2A1
206775_at,0.7144652,0.19870221,CUBN
207192_at,0.7144727,-0.23859366,DNASE1L2
205628_at,0.7144847,-0.28471142,PRIM2
205039_s_at,0.714521,-0.20569729,IKZF1
216068_at,0.714588,0.27526338,
220903_at,0.7145984,0.27961089,GFM1
210619_s_at,0.7146821,-0.15644121,HYAL1
218507_at,0.7147654,-0.2498963,HILPDA
206824_at,0.7147968,0.25491728,CES1P1
202482_x_at,0.714852,0.22713259,RANBP1
201661_s_at,0.7148758,-0.09448832,ACSL3
219979_s_at,0.7149194,0.13852551,HIKESHI
202753_at,0.7149386,-0.10264974,PSMD6
216196_at,0.71496,-0.10698427,
206201_s_at,0.7149628,-0.33734581,MEOX2
213286_at,0.7149882,0.18288503,ZFR
222224_at,0.7150197,0.27915218,NACA2
209971_x_at,0.7150378,0.11184925,AIMP2
218679_s_at,0.7150621,-0.1037447,VPS28
203959_s_at,0.7152623,-0.15176194,ZBTB40
33579_i_at,0.7153551,0.22099489,GALR3
201259_s_at,0.7154348,-0.18444404,SYPL1
214348_at,0.7154618,0.15420588,TACR2
210691_s_at,0.7155104,0.22860565,CACYBP
202016_at,0.7155332,-0.10739974,MEST
209956_s_at,0.7155388,0.15651573,CAMK2B
205795_at,0.7155851,-0.1308251,NRXN3
218896_s_at,0.7156107,-0.07741882,NCBP3
220089_at,0.7156367,0.1174268,L2HGDH
215002_at,0.7156771,-0.34466766,NPIPA5///NPIPB5///NPIPB11///NPIPB8///LOC613037///NPIPB4///NPIPB3
212156_at,0.7157664,0.11427035,VPS39
203874_s_at,0.7157785,-0.12104363,SMARCA1
216047_x_at,0.7158058,-0.29324298,SEZ6L
221488_s_at,0.7158309,0.09347778,CUTA
202405_at,0.715837,0.10689292,TIAL1
206816_s_at,0.7158858,0.15638297,SPAG8
216937_s_at,0.7159929,0.1752658,RS1
203807_x_at,0.7160149,0.13285448,GH1///CSHL1///CSH2///CSH1
220752_at,0.7160236,-0.22256284,LOC51145
201795_at,0.7160907,0.12075628,LBR
208230_s_at,0.7160962,0.18811982,NRG1
217966_s_at,0.7161142,0.12869096,FAM129A
216458_at,0.7161474,0.20422666,PQLC3
212139_at,0.716195,0.12560504,GCN1
218084_x_at,0.7162139,0.11239703,FXYD5
212806_at,0.7162289,-0.11447425,PRUNE2
